Measured time [us]
360.003000
142.160000
127.753000
123.635000
128.824000
123.445000
126.560000
123.164000
122.132000
119.587000
126.180000
120.869000
122.793000
124.306000
128.534000
124.175000
123.445000
125.498000
128.223000
128.644000
130.057000
129.105000
133.002000
131.670000
129.156000
126.800000
128.513000
125.929000
126.690000
142.861000
143.642000
128.925000
127.552000
126.571000
127.201000
128.264000
130.087000
128.874000
128.343000
127.983000
128.103000
128.664000
126.800000
126.379000
126.169000
133.864000
128.073000
129.205000
129.385000
128.173000
127.883000
124.807000
126.289000
127.952000
135.687000
126.280000
127.161000
125.918000
125.327000
127.772000
131.430000
127.201000
128.514000
125.138000
143.282000
125.989000
124.887000
125.348000
127.512000
123.965000
127.702000
125.218000
127.071000
124.496000
124.877000
133.514000
134.685000
126.179000
126.671000
128.473000
127.391000
124.897000
136.268000
136.008000
127.953000
124.306000
118.074000
113.876000
118.054000
120.659000
118.455000
114.908000
144.414000
117.012000
112.644000
129.767000
129.355000
129.306000
124.947000
116.732000
127.582000
127.312000
126.640000
124.968000
127.241000
129.356000
125.418000
126.711000
129.325000
126.911000
127.332000
127.422000
126.340000
126.630000
127.652000
126.169000
130.417000
126.079000
125.498000
126.450000
126.901000
127.652000
133.674000
130.798000
126.349000
127.232000
124.657000
126.650000
126.280000
128.073000
128.153000
126.710000
129.286000
143.682000
127.872000
126.480000
128.604000
126.480000
126.580000
130.829000
127.862000
127.001000
126.640000
126.140000
127.582000
126.590000
126.991000
129.585000
126.920000
126.540000
126.690000
126.190000
138.132000
129.666000
125.698000
128.955000
126.811000
126.129000
124.586000
124.466000
125.808000
125.418000
125.297000
125.848000
137.651000
125.057000
127.643000
125.548000
127.652000
124.175000
174.702000
121.090000
115.750000
123.154000
125.217000
125.347000
125.237000
124.166000
125.328000
124.917000
124.477000
125.608000
125.308000
123.665000
124.767000
125.077000
125.578000
125.438000
124.837000
125.809000
124.196000
122.272000
125.138000
124.997000
125.599000
125.939000
124.757000
125.167000
124.876000
123.484000
124.727000
125.017000
134.676000
126.610000
133.723000
147.309000
118.445000
127.602000
126.059000
126.009000
131.510000
127.412000
126.380000
124.917000
126.370000
126.640000
123.544000
125.438000
130.477000
127.632000
125.398000
126.540000
125.418000
157.309000
131.219000
127.011000
122.843000
124.115000
130.999000
118.825000
124.466000
132.872000
139.685000
133.052000
126.741000
127.422000
128.373000
127.271000
126.851000
125.017000
128.584000
128.464000
127.131000
118.615000
127.242000
125.107000
120.919000
126.100000
126.129000
126.641000
124.426000
125.719000
126.460000
124.727000
126.560000
125.268000
125.949000
131.369000
120.789000
121.230000
120.218000
119.667000
119.897000
119.777000
119.527000
125.248000
122.081000
123.173000
124.335000
124.396000
123.975000
124.777000
126.099000
125.167000
125.999000
123.043000
125.268000
124.747000
124.957000
124.396000
124.766000
126.900000
124.156000
125.769000
123.895000
124.467000
123.755000
125.097000
124.537000
126.179000
124.417000
125.558000
123.665000
124.927000
126.119000
125.027000
124.476000
125.799000
124.426000
123.965000
126.410000
123.875000
123.915000
124.867000
125.047000
126.190000
123.675000
124.215000
125.598000
124.677000
125.398000
124.987000
125.689000
125.047000
125.508000
123.895000
124.536000
127.912000
129.706000
169.902000
127.010000
125.538000
130.217000
124.987000
126.430000
127.462000
126.199000
125.028000
125.488000
128.584000
127.222000
131.459000
128.874000
124.697000
128.173000
130.708000
136.278000
150.636000
121.069000
123.314000
123.945000
125.578000
124.766000
124.847000
135.527000
138.673000
140.697000
126.831000
130.858000
127.662000
126.630000
125.809000
127.252000
124.927000
124.256000
125.398000
127.051000
123.664000
137.772000
119.577000
130.157000
139.365000
122.001000
128.794000
124.116000
126.420000
125.298000
132.992000
128.093000
127.942000
125.798000
127.311000
118.154000
125.448000
125.478000
146.729000
131.599000
128.473000
125.478000
126.159000
126.210000
125.198000
127.011000
129.957000
122.683000
125.237000
123.764000
128.133000
124.727000
127.923000
127.702000
130.267000
124.786000
129.145000
123.374000
125.528000
124.646000
125.809000
125.558000
123.664000
127.863000
125.318000
125.208000
124.676000
124.716000
124.165000
123.625000
127.081000
127.813000
126.911000
125.799000
124.466000
125.729000
126.721000
125.758000
126.470000
123.815000
125.167000
125.087000
125.969000
124.386000
127.241000
123.745000
115.670000
111.882000
116.091000
126.219000
125.108000
124.596000
127.301000
124.096000
124.737000
123.845000
124.586000
126.800000
122.954000
127.672000
124.447000
124.496000
127.702000
124.716000
125.387000
125.267000
123.464000
124.236000
128.093000
125.468000
125.719000
125.819000
124.687000
124.997000
123.755000
126.190000
124.556000
123.314000
128.785000
124.456000
125.078000
126.069000
125.899000
127.863000
125.508000
125.839000
125.709000
124.306000
127.121000
123.664000
128.494000
125.168000
124.687000
124.396000
126.250000
124.596000
124.797000
125.849000
127.352000
125.208000
124.206000
127.482000
127.682000
126.230000
126.039000
125.859000
127.732000
129.275000
124.396000
128.153000
131.029000
126.961000
127.432000
124.667000
123.384000
125.037000
129.455000
117.253000
126.550000
126.450000
126.459000
125.057000
125.007000
126.640000
132.872000
131.129000
127.632000
131.058000
127.712000
126.650000
126.359000
127.542000
120.238000
127.372000
121.981000
125.007000
124.997000
122.423000
122.592000
121.280000
125.378000
159.192000
128.113000
128.323000
125.438000
125.408000
125.247000
124.526000
128.604000
143.783000
121.100000
127.833000
124.406000
122.823000
122.111000
122.603000
123.655000
122.753000
129.245000
123.143000
123.184000
127.903000
122.252000
124.246000
127.532000
125.148000
125.618000
124.857000
128.514000
125.308000
124.215000
123.013000
123.114000
128.604000
126.490000
124.877000
121.951000
124.266000
127.853000
125.628000
155.596000
124.486000
124.126000
126.159000
126.670000
126.651000
125.828000
125.848000
124.837000
126.810000
124.846000
124.887000
127.872000
126.029000
123.915000
126.430000
136.119000
125.448000
126.470000
126.991000
126.961000
126.130000
126.790000
125.147000
157.028000
130.959000
129.867000
122.913000
126.831000
127.081000
128.012000
123.784000
131.870000
126.761000
127.321000
123.845000
125.187000
124.015000
126.690000
124.826000
129.004000
126.149000
126.250000
124.797000
124.476000
125.017000
125.087000
123.294000
127.292000
127.121000
125.178000
126.180000
124.626000
124.246000
132.111000
124.596000
131.178000
120.979000
119.116000
119.787000
118.204000
121.029000
118.094000
119.687000
122.412000
131.760000
120.999000
117.833000
146.047000
119.256000
124.386000
124.386000
127.622000
117.823000
118.695000
119.517000
121.561000
124.366000
119.617000
119.938000
124.326000
124.767000
123.474000
127.452000
122.703000
124.927000
123.885000
125.778000
126.049000
125.458000
124.597000
125.228000
123.875000
124.596000
124.366000
126.089000
125.027000
124.937000
124.957000
124.156000
125.167000
123.875000
125.418000
124.206000
127.622000
122.833000
124.737000
124.557000
125.568000
125.078000
124.616000
124.847000
124.967000
122.743000
126.420000
126.099000
124.547000
125.348000
124.216000
124.306000
126.139000
124.016000
125.438000
125.057000
124.836000
125.448000
124.336000
123.765000
125.819000
124.316000
123.474000
124.797000
141.459000
121.591000
127.582000
119.377000
128.764000
120.739000
117.954000
123.334000
125.127000
